title,description,event_link,price,display_photo,photos,time_zone,hosts,sponsors,address_line_1,city,province_state,postal_zip_code,country,lat,lng,contact_email,contact_website,contact_primary_phone,time_slots
20. LIVESTREAM - Gord Hill: The Antifa Comic Book,"This is a FREE digital livestream Youth Event on YouTube. For the in-person version of this event, please visit our website. First published in 2018, Gord Hill's The Antifa Comic Book is an essential graphic novel for any young citizen’s shelf, acclaimed for its searing imagery documenting the history of fascism and anti-fascist movements. In the years since, this work has only grown in alarming relevance, as far-right movements gain traction around the world. Hill returns with a revised and expanded edition that draws attention to recent fascist activity, and the important work being done to combat it. He’ll speak candidly with teens about the power of protest and what we can all do to resist facism, as well as his writing and illustrating process. Moderated by Christina Barber. Grades 8–12.",https://www.showpass.com/2025-festival-20/,$0.00 CAD,https://dcm1eeuyachdi.cloudfront.net/fit-in/3840x3840/filters:quality(100):format(webp)/media/images/events/vancouver-writers-fest/img-banner/8d0c35cc-a12.png,,America/Vancouver,"[""Vancouver Writers Fest""]",,Virtual event 1398 Cartwright Street,Vancouver,British Columbia,,Canada,,,,https://writersfest.bc.ca/upcoming-events,1 (844) 307-7469,"[""October 22, 2025, 10:15 AM PDT - 11:30 AM PDT""]"
BLOODBATH 2025 W/ NOSTALGIX & FLATLAND FUNK | 19+,"HALLOWEEN EVENT

OCTOBER 31ST

9:00PM DOORS | 19+

🩸 BLKOUT ENTERTAINMENT & S’MOORE PRESENT… 🩸

BLOODBATH 2025 👻

Two stages. Ten artists. One legendary night.

⚡ Main Stage

Nostalgix / Flatland Funk / JustAmber b2b Erkl / Two Hype / Euphonx

⚡ Green Room

Numz / S’MOORE / Jewelz / Steereo

📍 Coors Event Centre + Green Room – Saskatoon

📅 October 31, 2025

⏰ 9PM – 2AM | 19+ | Valid ID Required

🎟 Tickets available NOW → coorseventcentre.ca

This Halloween… the city runs red. 🩸",https://www.showpass.com/,$36.58 - $42.48 CAD,https://dcm1eeuyachdi.cloudfront.net/fit-in/3840x3840/filters:quality(100):format(webp)/media/images/events/coors-event-centre/img-banner/fc3f9639-757.png,,America/Regina,"[""BLKOUT ENTERTAINMENT"", ""S\u2019MOORE""]",,241 2 Ave S,Saskatoon,,,Canada,,,,http://coorseventcentre.ca/,,"[""October 31, 2025, 9:00 PM - 2:00 AM CDT""]"
Shoulder Season - 2025 Fall Edition,"Nov 18, 2025, Performance - Calgary St. Stephen’s Anglican Church Our Fall Shoulder Season concerts are November 18th at Calgary’s St. Stephen’s Anglican Church and November 20th at Canmore’s artsPlace. Both feature Roman Rabinovich on piano and Mezzo-Soprano Helen Charleston (featured in this video Dido's Lament (When I am Laid) film inspired by Coldplay | Helen Charlston - Remember me - Purcell) Programme- Henry Purcell Music for a while Come all ye songsters of the sky If music be the food of love By beauteous softness Clara Schumann Sechs Lieder op.13 Joseph Haydn Arianna a Naxos Robert Schumann Dichterliebe “Charlston’s voice is little short of miraculous… a true star.” ~The Evening Standard ""The elegance and liveliness of Rabinovich’s keyboard style are, indeed, a joy to listen to, and his unfailing musicality and inventiveness allows him to penetrate to the expressive heart of Haydn’s world” ~ BBC Music Magazine",https://www.showpass.com/,$17.24 - $57.02 CAD,https://dcm1eeuyachdi.cloudfront.net/fit-in/3840x3840/filters:quality(100):format(webp)/media/images/events/chamberfest-west-society/img-banner/3838e7a8-480.png,"[""https://dcm1eeuyachdi.cloudfront.net/fit-in/3840x3840/filters:quality(100):format(webp)/media/images/events/chamberfest-west-society/img-banner/3838e7a8-480.png""]",MST,"[""ChamberFest West Society""]",,1121 14 Ave SW,Calgary,Alberta,,Canada,,,,https://www.showpass.com/o/chamberfest-west-society/,,"[""November 18, 2025, 7:30 PM - 9:30 PM MST""]"
THRILLER: HALLOWEEN NIGHT AT PAPI,"THRILLER: HALLOWEEN NIGHT AT PAPI

DOORS: 930pm-2am

$750 IN CASH & PRIZES FOR BEST COSTUME

REGULAR ADMISSION TICKETS $15 (ENTRY BEFORE 10:30pm)

MORE AT THE DOOR

FOR ADVANCE TICKETS & BOTTLE SERVICE VISIT WWW.PAPICALGARY.CA

NO REFUNDS",https://www.showpass.com/o/papi-bar/,$11.29 - $16.49 CAD,https://dcm1eeuyachdi.cloudfront.net/fit-in/3840x3840/filters:quality(100):format(webp)/media/images/events/papi-bar/img-banner/41acb96f-182.png,,MDT,"[""Makore Hospitality""]",,630 8 Ave SW #102,Calgary,Alberta,,Canada,,,,WWW.PAPICALGARY.CA,,"[""October 31, 2025, 9:30 PM MDT - 2:00 AM MDT""]"
HALLOWEEN AT BLEU,HALLOWEEN AT BLEU,https://www.showpass.com/halloween-at-bleu/,$15 - $20 CAD,https://dcm1eeuyachdi.cloudfront.net/fit-in/3840x3840/filters:quality(100):format(webp)/media/images/events/papi-bar/img-banner/d8dd5fac-919.png,,MDT,,,,Calgary,Alberta,,Canada,,,,,,"[""October 31, 2025, 9:30 PM MDT""]"
DE LA GHETTO Live In Concert!,DE LA GHETTO Live In Concert!,https://www.showpass.com/delaghettocalgary/,$60 - $75 CAD,https://dcm1eeuyachdi.cloudfront.net/fit-in/3840x3840/filters:quality(100):format(webp)/media/images/events/papi-bar/img-banner/6bbe5d33-579.png,,MST,,,,Calgary,Alberta,,Canada,,,,,,"[""November 7, 2025, 7:00 PM MST""]"
PASSION PORTAL HALLOWEEN - Vampires Vs Zombies - GET TICKETS,"It’s an outdoor festival ... inside! Head out on the first Friday of the Halloween weekend to THE WALDORF as we transform the venue into a multi-area esoteric bass playground packed with mystery & mischief, all with an enchanted forest vibe, and a deliciously dark haunted Halloween twist! Tickets are going fast and we are expecting a sold out party, so be sure to grab yours ASAP! PASSION PORTAL is a gathering where we collectively celebrate music and art, incorporating themes of nature & enchanted forests. Expect sensual & electric dance vibes galore, showcasing local DJs and producers, with art & nature decor installations, circus, magic and dance stage performances, along with special and unusual party services to ignite inspiration within our many wonderful and overlapping communities!",https://www.showpass.com/,$33.77 - $44.34 CAD,https://dcm1eeuyachdi.cloudfront.net/fit-in/3840x3840/filters:quality(100):format(webp)/media/images/events/restricted-entertainment-official/img-banner/5a272f51-b3f.png,,PDT,"[""Restricted Entertainment"", ""AKASHAH"", ""DJ Pandemonium""]",,1489 E Hastings St,Vancouver,British Columbia,,Canada,,,,https://www.showpass.com/o/restricted-entertainment-official/,,"[""October 24, 2025, 9:00 PM PDT""]"
VAM Symphony Orchestra: Next Generation,"Welcome to the '25/26 concert series with the Vancouver Academy of Music Symphony Orchestra. This Next Generation opening concert is a showcase of the most promising young artists, featuring the winners of the 2025 Bjorn & Lori Hareid Concerto Competition and Young Composers’ Competition in a vibrant celebration of emerging talent.

For the first time ever, audiences will also cast their votes live for the inaugural Audience Award, with the winner announced during the concert. Followed by Beethoven’s Symphony No. 3, “Eroica” — a revolutionary work that redefined the boundaries of the classical symphony. Bridging legacy and innovation, this program celebrates the future of orchestral music through the voices of its rising stars.",https://www.showpass.com/o/vancouver-academy-of-music/,$8.76 - $19.06 CAD,https://dcm1eeuyachdi.cloudfront.net/fit-in/3840x3840/filters:quality(100):format(webp)/media/images/events/vancouver-academy-of-music/img-banner/2dc877c7-b2c.png,"[""https://dcm1eeuyachdi.cloudfront.net/fit-in/3840x3840/filters:quality(100):format(webp)/media/images/events/vancouver-academy-of-music/img-banner/2dc877c7-b2c.png""]",America/Vancouver,"[""Vancouver Academy of Music""]","[""Adrienne S. Chan"", ""The Edith Lando Charitable Foundation"", ""The R & J Stern Family Foundation"", ""Vancouver Civic Theatres"", ""The City of Vancouver""]","Orpheum Theatre, 601 Smithe St",Vancouver,British Columbia,,Canada,,,,https://www.showpass.com/o/vancouver-academy-of-music/,,"[""October 26, 2025, 2:00 PM PDT - 4:00 PM PDT""]"
Peter Pan (a Pantomime),"All children, except one, grow up… On the hunt for his pesky shadow, Peter Pan meets the Darling children in their Nursery. With a sprinkling of Tinkerbell’s fairy dust, Wendy, John and Michael leave Nana the Dog behind on a flight to Neverland – a magical place home to lost boys, mermaids and the most villainous pirate of them all; Captain Hook! With Mrs Starkey and her bumbling son Smee by his side, Hook seeks revenge against Peter Pan who fed his hand to a tick-tocking crocodile. Will the boy who never grew-up rid Neverland of Captain Hook forever? Will the Darlings find their way home to London? And, most importantly, do you believe in fairies? Find out in this swashbuckling pantomime that will have you ‘hooked’!",https://www.showpass.com/o/morpheus-theatre/,$21.00 - $25.00 CAD,https://dcm1eeuyachdi.cloudfront.net/fit-in/3840x3840/filters:quality(100):format(webp)/media/images/events/morpheus-theatre/img-banner/ee560793-760.png,,MST,"[""Morpheus Theatre""]",,2140 Pumphouse Ave SW,Calgary,Alberta,,Canada,,,,,403-246-2999,"[""Friday Dec 12th, 2025 @ 7:30 PM MST"", ""Saturday Dec 20th, 2025 @ 10:00 PM MST"", ""Wed-Sat at 7:30pm"", ""Sat/Sun at 2:00pm""]"
Diwali Fest 2025,"🎆 Diwali Fest 2025 – A Celebration of Light & Culture 🎉

📅 Date: Saturday, October 25, 2025

🕕 Time: 6:00 PM Onwards

📍 Venue: Genesis Centre, Calgary

🍽️ Dinner Included

Join us for Diwali Fest 2025, an unforgettable evening of joy, colors, and community spirit organized by Indians In Calgary! Celebrate the Festival of Lights with cultural performances, music, dance, kids' activities, food, shopping stalls, and much more.

✨ Event Highlights:

- Traditional Diya lighting ceremony

- Spectacular stage performances

- Delicious Indian dinner (included with ticket)

- Cultural exhibits & Diwali-themed décor

- Kids zone with fun-filled activities

- Ethnic wear & jewellery stalls

- Raffle draws, sponsor booths & giveaways

This family-friendly event is your chance to dress in your festive best, connect with the community, and embrace the vibrant spirit of Diwali.

🎟️ Limited seats – Book early to avoid disappointment!",https://www.showpass.com/,$0.00 - $297.36 CAD,https://dcm1eeuyachdi.cloudfront.net/fit-in/3840x3840/filters:quality(100):format(webp)/media/images/events/indians-in-calgary/img-banner/069b51bf-159.png,"[""https://dcm1eeuyachdi.cloudfront.net/fit-in/3840x3840/filters:quality(100):format(webp)/media/images/events/indians-in-calgary/img-banner/069b51bf-159.png""]",America/Edmonton,"[""Indians In Calgary""]",,"Genesis Centre, 7555 Falconridge Blvd NE",Calgary,Alberta,,Canada,,,info@indiansincalgary.org,www.indiansincalgary.org,(403) 907-1747,"[""October 25, 2025, 6:00 PM MDT""]"
The Tomorrow Show with Faris Hytiaa - Live Taping,"It’s late night with a Calgarian twist! Calgary’s own Faris Hytiaa brings the late night format with all-new and all-Canadian flavour. With special guests, stand-up, live sketches and everything great about Canadian comedy, this live taping is a comedy show made to bring the best of Calgary (and Canada) to the world!",https://www.showpass.com/o/the-laugh-shop-calgary/,$11.45 - $18.90 CAD,https://dcm1eeuyachdi.cloudfront.net/fit-in/3840x3840/filters:quality(100):format(webp)/media/images/events/the-laugh-shop-calgary/img-banner/9b8a829f-968.png,"[""https://dcm1eeuyachdi.cloudfront.net/fit-in/3840x3840/filters:quality(100):format(webp)/media/images/events/the-laugh-shop-calgary/img-banner/9b8a829f-968.png""]",America/Edmonton,"[""The Laugh Shop Calgary""]",,5940 Blackfoot Trail SE,Calgary,Alberta,,Canada,,,,https://www.showpass.com/o/the-laugh-shop-calgary/,,"[""October 22, 2025, 8:00 PM MDT""]"
New Year's Eve - Dana Gould,New Year's Eve celebration with Dana Gould.,https://www.showpass.com/new-years-eve-dana-gould/,$110 - $389 CAD,https://dcm1eeuyachdi.cloudfront.net/fit-in/3840x3840/filters:quality(100):format(webp)/media/images/events/the-laugh-shop-calgary/img-banner/c75629e3-ac2.png,"[""https://dcm1eeuyachdi.cloudfront.net/fit-in/3840x3840/filters:quality(100):format(webp)/media/images/events/the-laugh-shop-calgary/img-banner/c75629e3-ac2.png""]",America/Edmonton,"[""The Laugh Shop Calgary""]",,5940 Blackfoot Trail SE,Calgary,Alberta,,Canada,,,,https://www.showpass.com/o/the-laugh-shop-calgary/,,"[""December 31, 2025, 8:00 PM MST""]"
Nigel Lawrence,Comedy show featuring Nigel Lawrence.,https://www.showpass.com/nigel-lawrence-3/,$22 - $30 CAD,https://dcm1eeuyachdi.cloudfront.net/fit-in/3840x3840/filters:quality(100):format(webp)/media/images/events/the-laugh-shop-calgary/img-banner/22a1bf22-d01.png,"[""https://dcm1eeuyachdi.cloudfront.net/fit-in/3840x3840/filters:quality(100):format(webp)/media/images/events/the-laugh-shop-calgary/img-banner/22a1bf22-d01.png""]",America/Edmonton,"[""The Laugh Shop Calgary""]",,5940 Blackfoot Trail SE,Calgary,Alberta,,Canada,,,,https://www.showpass.com/o/the-laugh-shop-calgary/,,"[""December 27, 2025, 7:00 PM MST""]"
Michael Lynch,Comedy show featuring Michael Lynch.,https://www.showpass.com/michael-lynch/,$8 - $15 CAD,https://dcm1eeuyachdi.cloudfront.net/fit-in/3840x3840/filters:quality(100):format(webp)/media/images/events/the-laugh-shop-calgary/img-banner/3268bb30-0d6.png,"[""https://dcm1eeuyachdi.cloudfront.net/fit-in/3840x3840/filters:quality(100):format(webp)/media/images/events/the-laugh-shop-calgary/img-banner/3268bb30-0d6.png""]",America/Edmonton,"[""The Laugh Shop Calgary""]",,5940 Blackfoot Trail SE,Calgary,Alberta,,Canada,,,,https://www.showpass.com/o/the-laugh-shop-calgary/,,"[""November 5, 2025, 8:00 PM MST""]"
The Rocky Horror Picture Show,"Let's do the time warp again! Back by popular demand, don't miss a screening of the cult classic The Rocky Horror Picture Show featuring an all-Deaf shadow cast! Come sing, dance, and sign along to kick off your Halloween!",https://www.showpass.com/o/buddies-in-bad-times-theatre/,$13.00 CAD,https://dcm1eeuyachdi.cloudfront.net/fit-in/3840x3840/filters:quality(100):format(webp)/media/images/events/buddies-in-bad-times-theatre/img-banner/432e146e-6ba.png,"[""https://dcm1eeuyachdi.cloudfront.net/fit-in/3840x3840/filters:quality(100):format(webp)/media/images/events/buddies-in-bad-times-theatre/img-banner/432e146e-6ba.png""]",America/Toronto,"[""Buddies in Bad Times Theatre""]",,12 Alexander St,Toronto,Ontario,,Canada,,,tickets@buddiesinbadtimes.com,https://www.showpass.com/o/buddies-in-bad-times-theatre/,,"[""Tuesday Oct 28th, 2025 @ 8:00 PM EDT"", ""Wednesday Oct 29th, 2025 @ 10:30 PM EDT""]"
Queer of Halloween,,https://www.showpass.com/queer-of-halloween/,$20.00 CAD,https://dcm1eeuyachdi.cloudfront.net/fit-in/3840x3840/filters:quality(100):format(webp)/media/images/events/buddies-in-bad-times-theatre/img-banner/7acabb5e-dd2.png,"[""https://dcm1eeuyachdi.cloudfront.net/fit-in/3840x3840/filters:quality(100):format(webp)/media/images/events/buddies-in-bad-times-theatre/img-banner/7acabb5e-dd2.png""]",America/Toronto,"[""Buddies in Bad Times Theatre""]",,,Toronto,Ontario,,Canada,,,,,,"[""Oct 24 2025, 9:00 PM EDT""]"
New Ho Queen: The Offering,,https://www.showpass.com/new-ho-queen-the-offering/,$10 - $30 CAD,https://dcm1eeuyachdi.cloudfront.net/fit-in/3840x3840/filters:quality(100):format(webp)/media/images/events/buddies-in-bad-times-theatre/img-banner/71fa7a18-596.png,"[""https://dcm1eeuyachdi.cloudfront.net/fit-in/3840x3840/filters:quality(100):format(webp)/media/images/events/buddies-in-bad-times-theatre/img-banner/71fa7a18-596.png""]",America/Toronto,"[""Buddies in Bad Times Theatre""]",,,Toronto,Ontario,,Canada,,,,,,"[""Oct 31 2025, 10:00 PM EDT""]"
ArtAttack!,,https://www.showpass.com/artattack/,$55 - $70 CAD,https://dcm1eeuyachdi.cloudfront.net/fit-in/3840x3840/filters:quality(100):format(webp)/media/images/events/buddies-in-bad-times-theatre/img-banner/3723efea-7af.png,"[""https://dcm1eeuyachdi.cloudfront.net/fit-in/3840x3840/filters:quality(100):format(webp)/media/images/events/buddies-in-bad-times-theatre/img-banner/3723efea-7af.png""]",America/Toronto,"[""Buddies in Bad Times Theatre""]",,,Toronto,Ontario,,Canada,,,,,,"[""Nov 6 2025, 7:30 PM EST""]"
Dropout T(ease)V,,https://www.showpass.com/dropout-teasev/,$25 - $35 CAD,https://dcm1eeuyachdi.cloudfront.net/fit-in/3840x3840/filters:quality(100):format(webp)/media/images/events/buddies-in-bad-times-theatre/img-banner/665ef123-6a8.png,"[""https://dcm1eeuyachdi.cloudfront.net/fit-in/3840x3840/filters:quality(100):format(webp)/media/images/events/buddies-in-bad-times-theatre/img-banner/665ef123-6a8.png""]",America/Toronto,"[""Buddies in Bad Times Theatre""]",,,Toronto,Ontario,,Canada,,,,,,"[""Nov 7 2025, 8:00 PM EST""]"
Bark in the Dark 2,,https://www.showpass.com/bark-in-the-dark-2/,$20.00 CAD,https://dcm1eeuyachdi.cloudfront.net/fit-in/3840x3840/filters:quality(100):format(webp)/media/images/events/buddies-in-bad-times-theatre/img-banner/332a56f3-8eb.png,"[""https://dcm1eeuyachdi.cloudfront.net/fit-in/3840x3840/filters:quality(100):format(webp)/media/images/events/buddies-in-bad-times-theatre/img-banner/332a56f3-8eb.png""]",America/Toronto,"[""Buddies in Bad Times Theatre""]",,,Toronto,Ontario,,Canada,,,,,,"[""Nov 22 2025, 10:30 PM EST""]"
The Golden Ghouls,,https://www.showpass.com/the-golden-ghouls/,$40 - $55 CAD,https://dcm1eeuyachdi.cloudfront.net/fit-in/3840x3840/filters:quality(100):format(webp)/media/images/events/buddies-in-bad-times-theatre/img-banner/f0cd9129-f69.png,"[""https://dcm1eeuyachdi.cloudfront.net/fit-in/3840x3840/filters:quality(100):format(webp)/media/images/events/buddies-in-bad-times-theatre/img-banner/f0cd9129-f69.png""]",America/Toronto,"[""Buddies in Bad Times Theatre""]",,,Toronto,Ontario,,Canada,,,,,,"[""Oct 23 2025, 7:00 PM EDT""]"
Barbara Hall Park Improvements Public Open House: Exploring Design Options,,https://www.showpass.com/barbara-hall-park-improvements-public-open-house-exploring-design-options/,Free,https://dcm1eeuyachdi.cloudfront.net/fit-in/3840x3840/filters:quality(100):format(webp)/media/images/events/buddies-in-bad-times-theatre/img-banner/9b1adb33-93f.png,"[""https://dcm1eeuyachdi.cloudfront.net/fit-in/3840x3840/filters:quality(100):format(webp)/media/images/events/buddies-in-bad-times-theatre/img-banner/9b1adb33-93f.png""]",America/Toronto,"[""Buddies in Bad Times Theatre""]",,,Toronto,Ontario,,Canada,,,,,,"[""Oct 22 2025, 6:00 PM EDT""]"
Eptic - Calgary,"Eptic - Calgary event at The Palace Theatre, 219 8 Ave SW, Calgary. Starts at 10:00 PM MDT and ends at 2:00 AM MDT.",https://www.showpass.com/,$33.85 - $39.16 CAD,https://dcm1eeuyachdi.cloudfront.net/fit-in/3840x3840/filters:quality(100):format(webp)/media/images/events/boodang-music-canada/img-banner/49408f5b-8ac.png,,MDT,"[""Boodang""]",,"The Palace Theatre, 219 8 Ave SW",Calgary,,,,,,,,,"[""October 25, 2025, 10:00 PM MDT""]"
PURE 2025,PURE 2025 event in Calgary. Starts at 8:00 PM MST.,https://www.showpass.com/pure2025/,$110 - $150 CAD,https://dcm1eeuyachdi.cloudfront.net/fit-in/3840x3840/filters:quality(100):format(webp)/media/images/events/boodang-music-canada/img-banner/1376e996-610.png,,MST,,,,Calgary,,,,,,,,,"[""December 27, 2025, 8:00 PM MST""]"
Usaybflow - Calgary,Usaybflow - Calgary event in Calgary. Starts at 10:00 PM MDT.,https://www.showpass.com/us/,$0.00 CAD,https://dcm1eeuyachdi.cloudfront.net/fit-in/3840x3840/filters:quality(100):format(webp)/media/images/events/boodang-music-canada/img-banner/597dc2c1-265.png,,MDT,,,,Calgary,,,,,,,,,"[""October 24, 2025, 10:00 PM MDT""]"
Scream - Weekend Passes,Scream - Weekend Passes event in Edmonton. Starts at 9:00 AM MDT.,https://www.showpass.com/scream2025/,$170 - $290 CAD,https://dcm1eeuyachdi.cloudfront.net/fit-in/3840x3840/filters:quality(100):format(webp)/media/images/events/boodang-music-canada/images/47bb195d-1d8.png,,MDT,,,,Edmonton,,,,,,,,,"[""October 31, 2025, 9:00 AM MDT"", ""November 2, 2025, 9:00 AM MDT""]"
The Rocketman - Edmonton,The Rocketman - Edmonton event in Edmonton. Starts at 9:00 PM MST.,https://www.showpass.com/rmedm/,$0.00 CAD,https://dcm1eeuyachdi.cloudfront.net/fit-in/3840x3840/filters:quality(100):format(webp)/media/images/events/boodang-music-canada/img-banner/21266ffa-c92.png,,MST,,,,Edmonton,,,,,,,,,"[""November 29, 2025, 9:00 PM MST""]"
Andy C - Calgary,Andy C - Calgary event in Calgary. Starts at 9:00 PM MST.,https://www.showpass.com/andyc/,$30 - $40 CAD,https://dcm1eeuyachdi.cloudfront.net/fit-in/3840x3840/filters:quality(100):format(webp)/media/images/events/boodang-music-canada/img-banner/6e270345-2ac.png,,MST,,,,Calgary,,,,,,,,,"[""November 29, 2025, 9:00 PM MST""]"
Fovos - Edmonton,Fovos - Edmonton event in Edmonton. Starts at 9:00 PM MST.,https://www.showpass.com/fovosedm/,$0.00 CAD,https://dcm1eeuyachdi.cloudfront.net/fit-in/3840x3840/filters:quality(100):format(webp)/media/images/events/boodang-music-canada/img-banner/71fe93f6-65d.png,,MST,,,,Edmonton,,,,,,,,,"[""November 21, 2025, 9:00 PM MST""]"
Cyclops - Calgary,Cyclops - Calgary event in Calgary. Starts at 9:00 PM MST.,https://www.showpass.com/cycgy/,$0.00 CAD,https://dcm1eeuyachdi.cloudfront.net/fit-in/3840x3840/filters:quality(100):format(webp)/media/images/events/boodang-music-canada/img-banner/7b393c63-98e.png,,MST,,,,Calgary,,,,,,,,,"[""December 13, 2025, 9:00 PM MST""]"
Cyclops - Edmonton,Cyclops - Edmonton event in Edmonton. Starts at 9:00 PM MST.,https://www.showpass.com/cyedm/,$0.00 CAD,https://dcm1eeuyachdi.cloudfront.net/fit-in/3840x3840/filters:quality(100):format(webp)/media/images/events/boodang-music-canada/img-banner/226e6649-f46.png,,MST,,,,Edmonton,,,,,,,,,"[""December 12, 2025, 9:00 PM MST""]"
The Rocketman - Calgary,The Rocketman - Calgary event in Calgary. Starts at 10:00 PM MST.,https://www.showpass.com/rmcgy/,$0.00 CAD,https://dcm1eeuyachdi.cloudfront.net/fit-in/3840x3840/filters:quality(100):format(webp)/media/images/events/boodang-music-canada/img-banner/d32d8bd9-89d.png,,MST,,,,Calgary,,,,,,,,,"[""November 28, 2025, 10:00 PM MST""]"
Trivecta - Calgary,Trivecta - Calgary event in Calgary. Starts at 9:00 PM MST.,https://www.showpass.com/tcgy/,$25 - $30 CAD,https://dcm1eeuyachdi.cloudfront.net/fit-in/3840x3840/filters:quality(100):format(webp)/media/images/events/boodang-music-canada/img-banner/5fd51cad-0b2.png,,MST,,,,Calgary,,,,,,,,,"[""December 19, 2025, 9:00 PM MST""]"
Adventure Club- Edmonton,Adventure Club- Edmonton event in Edmonton. Starts at 9:00 PM MST.,https://www.showpass.com/acedm/,$40 - $45 CAD,https://dcm1eeuyachdi.cloudfront.net/fit-in/3840x3840/filters:quality(100):format(webp)/media/images/events/boodang-music-canada/img-banner/70b53ca6-fbd.png,,MST,,,,Edmonton,,,,,,,,,"[""November 14, 2025, 9:00 PM MST""]"
Fovos - Calgary,Fovos - Calgary event in Calgary. Starts at 9:00 PM MST.,https://www.showpass.com/fovoscgy/,$0.00 CAD,https://dcm1eeuyachdi.cloudfront.net/fit-in/3840x3840/filters:quality(100):format(webp)/media/images/events/boodang-music-canada/img-banner/119a2e0e-157.png,,MST,,,,Calgary,,,,,,,,,"[""November 22, 2025, 9:00 PM MST""]"
Scream - Saturday Single Day Tickets,Scream - Saturday Single Day Tickets event in Edmonton. Starts at 7:00 PM MDT.,https://www.showpass.com/scream-saturday-single-day-tickets/,$139.95 CAD,https://dcm1eeuyachdi.cloudfront.net/fit-in/3840x3840/filters:quality(100):format(webp)/media/images/events/boodang-music-canada/images/47bb195d-1d8.png,,MDT,,,,Edmonton,,,,,,,,,"[""November 1, 2025, 7:00 PM MDT""]"
Nghtmre - Edmonton,Nghtmre - Edmonton event in Edmonton. Starts at 9:00 PM MST.,https://www.showpass.com/n/,$45.00 CAD,https://dcm1eeuyachdi.cloudfront.net/fit-in/3840x3840/filters:quality(100):format(webp)/media/images/events/boodang-music-canada/img-banner/a0bf2343-26f.png,,MST,,,,Edmonton,,,,,,,,,"[""December 6, 2025, 9:00 PM MST""]"
Adventure Club - Calgary,Adventure Club - Calgary event in Calgary. Starts at 9:00 PM MST.,https://www.showpass.com/accgy/,$50.00 CAD,https://dcm1eeuyachdi.cloudfront.net/fit-in/3840x3840/filters:quality(100):format(webp)/media/images/events/boodang-music-canada/img-banner/518fc62b-492.png,,MST,,,,Calgary,,,,,,,,,"[""November 15, 2025, 9:00 PM MST""]"
Trivecta - Edmonton,Trivecta - Edmonton event in Edmonton. Starts at 9:00 PM MST.,https://www.showpass.com/tri/,$40.00 CAD,https://dcm1eeuyachdi.cloudfront.net/fit-in/3840x3840/filters:quality(100):format(webp)/media/images/events/boodang-music-canada/img-banner/c6e00f08-795.png,,MST,,,,Edmonton,,,,,,,,,"[""December 13, 2025, 9:00 PM MST""]"
Effin - Edmonton,Effin - Edmonton event in Edmonton. Starts at 9:00 PM MDT.,https://www.showpass.com/effin/,$0.00 CAD,https://dcm1eeuyachdi.cloudfront.net/fit-in/3840x3840/filters:quality(100):format(webp)/media/images/events/boodang-music-canada/img-banner/46af330e-043.png,,MDT,,,,Edmonton,,,,,,,,,"[""October 25, 2025, 9:00 PM MDT""]"
Final Nightmare on 103 St,"Calling all undead... Join us down below, one last Halloween, for the scariest, goriest, creepiest night of the year... GAY CHRISTMAS... we mean, Halloween! DJ Pengwen in the booth / $2500 in Cash Prizes, including a $1500 Grand Prize for ONE costume! Prices go up the longer you wait, so don't delay, buy today! Early Bird $5 Sept 14-17 Advance $8 Sept 17-Oct 25 Week Of $12 Oct 25-Oct 31 Door Price $20",https://www.showpass.com/o/evo-wonderlounge/,$8.63 - $12.95 CAD,https://dcm1eeuyachdi.cloudfront.net/fit-in/3840x3840/filters:quality(100):format(webp)/media/images/events/evo-wonderlounge/img-banner/0bbbc2cf-6b2.png,"[""https://dcm1eeuyachdi.cloudfront.net/fit-in/3840x3840/filters:quality(100):format(webp)/media/images/events/evo-wonderlounge/img-banner/0bbbc2cf-6b2.png""]",MDT,"[""Evolution Wonderlounge""]",,10220 103 St NW,Edmonton,Alberta,,Canada,,,,https://www.showpass.com/o/evo-wonderlounge/,,"[""October 31, 2025, 9:00 PM MDT - 2:00 AM MDT""]"
Lobsterfeast featuring the Derina Harvey Band!,"Enjoy a delicious dinner featuring your choice of a 14 oz Striploin or a Boiled Whole Lobster, along with all-you-can-eat mussels, corn on the cob, baby potatoes, assorted salads, and fresh rolls. Entertainment by The Derina Harvey Band to keep the celebration going all night!",https://www.showpass.com/o/gold-horse-casino-siga-2/,$85.00 CAD,https://dcm1eeuyachdi.cloudfront.net/fit-in/3840x3840/filters:quality(100):format(webp)/media/images/events/gold-horse-casino-siga-2/img-banner/d7d6f082-500.png,"[""https://dcm1eeuyachdi.cloudfront.net/fit-in/3840x3840/filters:quality(100):format(webp)/media/images/events/gold-horse-casino-siga-2/img-banner/d7d6f082-500.png""]",MST,,,3910 41 St,Lloydminster,Saskatchewan and Alberta,,Canada,,,,,,"[""Saturday November 8th, 2025, 5:30 PM MST""]"
